!Mobile!Price!Store
0!<a href='https://priceoye.pk/mobiles/infinix/infinix-smart-7-hd'>Infinix Smart 7 HD (--GB ---GB)</a>!18999.0 (PKR) / 68 (USD)!priceoye.pk
1!<a href='https://priceoye.pk/mobiles/infinix/infinix-smart-6-hd'>Infinix Smart 6 HD (--GB ---GB)</a>!19499.0 (PKR) / 70 (USD)!priceoye.pk
2!<a href='https://priceoye.pk/mobiles/infinix/infinix-smart-8'>Infinix Smart 8 (--GB ---GB)</a>!19999.0 (PKR) / 71 (USD)!priceoye.pk
3!Infinix Smart 7 HD (4G 2GB 64GB Ink Black) -!20499.0 (PKR) / 73 (USD)!homeshopping.pk
4!Infinix Smart 7 HD (4G 2GB 64GB Green Apple) -!20499.0 (PKR) / 73 (USD)!homeshopping.pk
5!<a href='https://www.mega.pk/mobiles_products/24999/Infinix-Smart-8-4GB-RAM-64GB-Storage-PTA-Approved.html'> Infinix Smart 8  (4GB RAM 64GB Storage)</a>!21999.0 (PKR) / 79 (USD)!mega.pk
6!<a href='https://priceoye.pk/mobiles/infinix/infinix-smart-6'>Infinix Smart 6 (--GB ---GB)</a>!21999.0 (PKR) / 79 (USD)!priceoye.pk
7!<a href='https://priceoye.pk/mobiles/infinix/infinix-hot-30i'>Infinix Hot 30i (--GB ---GB)</a>!22549.0 (PKR) / 81 (USD)!priceoye.pk
8!<a href='https://priceoye.pk/mobiles/infinix/infinix-smart-8-plus'>Infinix Smart 8 Plus (--GB ---GB)</a>!22999.0 (PKR) / 82 (USD)!priceoye.pk
9!<a href='https://priceoye.pk/mobiles/infinix/infinix-hot-12'>Infinix Hot 12 (--GB ---GB)</a>!23299.0 (PKR) / 83 (USD)!priceoye.pk
10!<a href='https://priceoye.pk/mobiles/infinix/infinix-hot-30-play-nfc'>Infinix Hot 30 Play (--GB ---GB)</a>!23499.0 (PKR) / 84 (USD)!priceoye.pk
11!Infinix Smart 8 (4G 4GB 64GB Shiny Gold)!23499.0 (PKR) / 84 (USD)!homeshopping.pk
12!Infinix Smart 8 (4G 4GB 64GB Timber Black)!23699.0 (PKR) / 85 (USD)!homeshopping.pk
