Mobile!Storage/RAM!PKR!USD
<button id='TecnoSpark8C' type='button' value='TecnoSpark8C' onclick='TecnoSpark8C()'>Tecno Spark 8C</button>!2/64 GB3/64 GB4/128 GB!21999!$. 75
<button id='InfinixSmart7HD' type='button' value='InfinixSmart7HD' onclick='InfinixSmart7HD()'>Infinix Smart 7 HD</button>!2/64 GB!21999!$. 75
<button id='TecnoPop7' type='button' value='TecnoPop7' onclick='TecnoPop7()'>Tecno Pop 7</button>!2/64 GB!23999!$. 82
<button id='TecnoPop5LTE' type='button' value='TecnoPop5LTE' onclick='TecnoPop5LTE()'>Tecno Pop 5 LTE</button>!2/32 GB3/32 GB!24999!$. 85
<button id='InfinixSmart7' type='button' value='InfinixSmart7' onclick='InfinixSmart7()'>Infinix Smart 7</button>!4/64 GB!25999!$. 89
<button id='TecnoCamon18T' type='button' value='TecnoCamon18T' onclick='TecnoCamon18T()'>Tecno Camon 18T</button>!4/128 GB!29999!$. 102
<button id='TecnoSpark10C' type='button' value='TecnoSpark10C' onclick='TecnoSpark10C()'>Tecno Spark 10C</button>!4/128 GB!30999!$. 106
<button id='TecnoSparkGo2023' type='button' value='TecnoSparkGo2023' onclick='TecnoSparkGo2023()'>Tecno Spark Go 2023</button>!4/64 GB!31499!$. 107
<button id='InfinixHot30Play' type='button' value='InfinixHot30Play' onclick='InfinixHot30Play()'>Infinix Hot 30 Play</button>!4/64 GB8/128 GB!31999!$. 109
<button id='InfinixSmart6Plus' type='button' value='InfinixSmart6Plus' onclick='InfinixSmart6Plus()'>Infinix Smart 6 Plus</button>!3/64 GB!34499!$. 118
<button id='TecnoPovaNeo' type='button' value='TecnoPovaNeo' onclick='TecnoPovaNeo()'>Tecno Pova Neo</button>!4/64 GB!34999!$. 119
<button id='TecnoSpark10' type='button' value='TecnoSpark10' onclick='TecnoSpark10()'>Tecno Spark 10</button>!4/128 GB!34999!$. 119
<button id='InfinixNote11Pro' type='button' value='InfinixNote11Pro' onclick='InfinixNote11Pro()'>Infinix Note 11 Pro</button>!8/128 GB!34999!$. 119
<button id='TecnoCamon18P' type='button' value='TecnoCamon18P' onclick='TecnoCamon18P()'>Tecno Camon 18P</button>!8/128 GB!35999!$. 123
<button id='InfinixHot30i' type='button' value='InfinixHot30i' onclick='InfinixHot30i()'>Infinix Hot 30i</button>!4/128 GB!36299!$. 124
<button id='InfinixHot12Play' type='button' value='InfinixHot12Play' onclick='InfinixHot12Play()'>Infinix Hot 12 Play</button>!4/64 GB4/128 GB!36999!$. 126
<button id='TecnoSpark10Pro' type='button' value='TecnoSpark10Pro' onclick='TecnoSpark10Pro()'>Tecno Spark 10 Pro</button>!8/128 GB!39999!$. 136
<button id='TecnoSpark9T' type='button' value='TecnoSpark9T' onclick='TecnoSpark9T()'>Tecno Spark 9T</button>!4/64 GB!39999!$. 136
<button id='InfinixHot30' type='button' value='InfinixHot30' onclick='InfinixHot30()'>Infinix Hot 30</button>!8/128 GB!39999!$. 136
<button id='InfinixHot12i' type='button' value='InfinixHot12i' onclick='InfinixHot12i()'>Infinix Hot 12i</button>!4/64 GB!39999!$. 136
