Mobile!Storage/RAM!PKR!USD
<button id='iPhone12ProMax' type='button' value='iPhone12ProMax' onclick='iPhone12ProMax()'>iPhone 12 Pro Max</button>!6/128 GB6/256 GB6/512 GB!184999!$. 633
<button id='iPhone12' type='button' value='iPhone12' onclick='iPhone12()'>iPhone 12</button>!4/64 GB4/128 GB4/256 GB!192000!$. 657
<button id='iPhone13mini' type='button' value='iPhone13mini' onclick='iPhone13mini()'>iPhone 13 mini</button>!4/128 GB4/256 GB4/512 GB!205100!$. 702
<button id='Xiaomi12Pro' type='button' value='Xiaomi12Pro' onclick='Xiaomi12Pro()'>Xiaomi 12 Pro</button>!12/256 GB!208999!$. 715
<button id='OnePlus10Pro' type='button' value='OnePlus10Pro' onclick='OnePlus10Pro()'>OnePlus 10 Pro</button>!12/256 GB!209999!$. 719
<button id='iPhone11Pro' type='button' value='iPhone11Pro' onclick='iPhone11Pro()'>iPhone 11 Pro</button>!4/64 GB4/256 GB!214999!$. 736
<button id='iPhone13' type='button' value='iPhone13' onclick='iPhone13()'>iPhone 13</button>!4/128 GB4/256 GB4/512 GB!229800!$. 786
<button id='iPhone12Pro' type='button' value='iPhone12Pro' onclick='iPhone12Pro()'>iPhone 12 Pro</button>!6/128 GB6/256 GB6/512 GB!229900!$. 787
<button id='iPhone11ProMax' type='button' value='iPhone11ProMax' onclick='iPhone11ProMax()'>iPhone 11 Pro Max</button>!4/64 GB4/256 GB4/512 GB!229999!$. 787
<button id='HonorVPurse' type='button' value='HonorVPurse' onclick='HonorVPurse()'>Honor V Purse</button>!16/256 GB16/512 GB!234999!$. 804
<button id='iPhone13Pro' type='button' value='iPhone13Pro' onclick='iPhone13Pro()'>iPhone 13 Pro</button>!6/128 GB6/256 GB6/512 GB6/1024 GB!294000!$. 1006
<button id='HonorMagicV2' type='button' value='HonorMagicV2' onclick='HonorMagicV2()'>Honor Magic V2</button>!16/256 GB16/512 GB16/1024 GB!309999!$. 1061
<button id='iPhone13ProMax' type='button' value='iPhone13ProMax' onclick='iPhone13ProMax()'>iPhone 13 Pro Max</button>!6/128 GB6/256 GB6/512 GB6/1024 GB!318700!$. 1091
<button id='SamsungZFlip4' type='button' value='SamsungZFlip4' onclick='SamsungZFlip4()'>Samsung Z Flip 4</button>!8/256 GB8/512 GB!332999!$. 1140
<button id='SamsungZFlip5' type='button' value='SamsungZFlip5' onclick='SamsungZFlip5()'>Samsung Z Flip 5</button>!8/512 GB!359999!$. 1232
<button id='iPhone14' type='button' value='iPhone14' onclick='iPhone14()'>iPhone 14</button>!4/128 GB4/256 GB4/512 GB!385999!$. 1321
<button id='SamsungS23' type='button' value='SamsungS23' onclick='SamsungS23()'>Samsung S23</button>!8/256 GB!399999!$. 1369
<button id='iPhone14Plus' type='button' value='iPhone14Plus' onclick='iPhone14Plus()'>iPhone 14 Plus</button>!4/128 GB4/256 GB4/512 GB!420999!$. 1441
<button id='iPhone14Pro' type='button' value='iPhone14Pro' onclick='iPhone14Pro()'>iPhone 14 Pro</button>!6/128 GB6/256 GB6/512 GB6/1024 GB!520999!$. 1784
<button id='SamsungZFold4' type='button' value='SamsungZFold4' onclick='SamsungZFold4()'>Samsung Z Fold4</button>!12/256 GB12/512 GB!539999!$. 1849
